sentence,true_book,similarity_The Adventures of Alice in Wonderland,similarity_Anna Karenina,similarity_Wuthering Heights,similarity_Frankenstein,belongs_to_The Adventures of Alice in Wonderland,belongs_to_Anna Karenina,belongs_to_Wuthering Heights,belongs_to_Frankenstein,knn_best_book,knn_best_score,num_books_belongs_to,knn_confidence
Do you know what the result of that would be?,Anna Karenina,0.06747593325231456,0.8669408143809628,0.0,0.06558325236672267,0,1,0,0,Anna Karenina,0.8669408143809628,1.0,0.7994648811286482
"Cathy had been caught in the fact of plundering, or, at least, hunting out the nests of the grouse.",Wuthering Heights,0.0,0.39061147807707614,0.6093885219229239,0.0,0,0,1,0,Wuthering Heights,0.6093885219229239,1.0,0.21877704384584779
"Levin walked up to a lamppost, read his brother s address, which was in his pocketbook, and called a sledge.",Anna Karenina,0.0,0.8692235372933722,0.1307764627066278,0.0,0,1,0,0,Anna Karenina,0.8692235372933722,1.0,0.7384470745867444
"And she looked like it, too!",Wuthering Heights,0.06776653576137516,0.6659191136762305,0.19899378124681813,0.06732056931557627,0,1,1,0,Anna Karenina,0.6659191136762305,2.0,0.46692533242941237
"I performed the duty of a faithful servant in telling you, and I have got a faithful servant s wages!",Wuthering Heights,0.0,0.5328463398877107,0.26881520930347647,0.19833845080881282,0,1,1,0,Anna Karenina,0.5328463398877107,2.0,0.2640311305842342
said the Duchess.,The Adventures of Alice in Wonderland,0.20158770388414438,0.5289570506875937,0.269455245428262,0.0,1,1,0,0,Anna Karenina,0.5289570506875937,2.0,0.2595018052593317
My tale was not one to announce publicly; its astounding horror would be looked upon as madness by the vulgar.,Frankenstein,0.0,0.06703074625388002,0.26423516398865543,0.6687340897574646,0,0,0,1,Frankenstein,0.6687340897574646,1.0,0.4044989257688092
"The silver hair and benevolent countenance of the aged cottager won my reverence, while the gentle manners of the girl enticed my love.",Frankenstein,0.0,0.06471521315276818,0.19736668101253255,0.7379181058346993,0,0,0,1,Frankenstein,0.7379181058346993,1.0,0.5405514248221668
"This way then to the hospital, he said to Darya Alexandrovna, pointing to a turning out of the avenue.",Anna Karenina,0.0,0.934400621776395,0.06559937822360493,0.0,0,1,0,0,Anna Karenina,0.934400621776395,1.0,0.8688012435527901
I trembled lest he should send me to call her; but I was spared the pain of being the first proclaimant of her flight.,Wuthering Heights,0.0,0.13037115518756717,0.8696288448124329,0.0,0,0,1,0,Wuthering Heights,0.8696288448124329,1.0,0.7392576896248657
"But now, I m glad you did not try.",Wuthering Heights,0.0,0.5904077743736297,0.28112354738777123,0.1284686782385991,0,1,1,0,Anna Karenina,0.5904077743736297,2.0,0.30928422698585845
It s so cold!,Wuthering Heights,0.06480303872544621,0.589001696240871,0.34619526503368286,0.0,0,1,1,0,Anna Karenina,0.589001696240871,2.0,0.2428064312071881
You can go.,Anna Karenina,0.0,0.8010596997313093,0.1989403002686907,0.0,0,1,0,0,Anna Karenina,0.8010596997313093,1.0,0.6021193994626186
"I got a spade from the tool-house, and began to delve with all my might it scraped the coffin; I fell to work with my hands; the wood commenced cracking about the screws; I was on the point of attaining my object, when it seemed that I heard a sigh from some one above, close at the edge of the grave, and bending down.",Wuthering Heights,0.0,0.0,0.6663536752635408,0.3336463247364592,0,0,1,0,Wuthering Heights,0.6663536752635408,1.0,0.3327073505270816
And how well things were going up till now!,Anna Karenina,0.06570568411255175,0.9342943158874483,0.0,0.0,0,1,0,0,Anna Karenina,0.9342943158874483,1.0,0.8685886317748965
"I thought of Elizabeth, of my father, and of Clerval all left behind, on whom the monster might satisfy his sanguinary and merciless passions.",Frankenstein,0.0,0.0,0.2665789296452537,0.7334210703547464,0,0,0,1,Frankenstein,0.7334210703547464,1.0,0.46684214070949265
"The wounded deer dragging its fainting limbs to some untrodden brake, there to gaze upon the arrow which had pierced it, and to die, was but a type of me.",Frankenstein,0.06498201627768044,0.19945469735087243,0.2659781747859762,0.46958511158547095,0,0,0,1,Frankenstein,0.46958511158547095,1.0,0.20360693679949476
"I conjectured, therefore, that he found on the paper signs for speech which he understood, and I ardently longed to comprehend these also; but how was that possible when I did not even understand the sounds for which they stood as signs?",Frankenstein,0.06507957174261757,0.7199499281938075,0.13114373223926898,0.0838267678243059,0,1,0,1,Anna Karenina,0.7199499281938075,2.0,0.5888061959545385
"Why, you ought to have said something just a few words, you know, to encourage them; you do that so well, he added with a soft, respectful, and discreet smile, moving Sergey Ivanovitch forward a little by the arm.",Anna Karenina,0.0,0.9340519493232381,0.0659480506767619,0.0,0,1,0,0,Anna Karenina,0.9340519493232381,1.0,0.8681038986464762
But there was something in her higher than what surrounded her.,Anna Karenina,0.06447835632128693,0.8040626932864001,0.0,0.13145895039231292,0,1,0,0,Anna Karenina,0.8040626932864001,1.0,0.6726037428940872
And yet you are still unhappy and still avoid our society.,Frankenstein,0.0,0.6552123240118947,0.25878527032547566,0.08600240566262966,0,1,0,1,Anna Karenina,0.6552123240118947,2.0,0.396427053686419
"Thank you, very good, she answered.",Anna Karenina,0.06498948851621653,0.7411267128599734,0.19388379862381003,0.0,0,1,0,0,Anna Karenina,0.7411267128599734,1.0,0.5472429142361634
And yet I cannot continue in this condition!,Wuthering Heights,0.0,0.6541326151346646,0.21540819087480823,0.13045919399052724,0,1,1,0,Anna Karenina,0.6541326151346646,2.0,0.43872442425985636
He died true to his character: drunk as a lord.,Wuthering Heights,0.0,0.4651686264089887,0.46776311504605045,0.06706825854496085,0,1,1,0,Wuthering Heights,0.46776311504605045,2.0,0.0025944886370617426
What _can_ all that green stuff be?,The Adventures of Alice in Wonderland,0.1362890601412235,0.663844938013715,0.13404293886753763,0.06582306297752386,1,1,0,0,Anna Karenina,0.663844938013715,2.0,0.5275558778724916
"If this rule were always observed; if no man allowed any pursuit whatsoever to interfere with the tranquillity of his domestic affections, Greece had not been enslaved, C sar would have spared his country, America would have been discovered more gradually, and the empires of Mexico and Peru had not been destroyed.",Frankenstein,0.0,0.6673340830615891,0.1998548283813226,0.13281108855708826,0,1,0,1,Anna Karenina,0.6673340830615891,2.0,0.4674792546802665
The servants could not bear his tyrannical and evil conduct long: Joseph and I were the only two that would stay.,Wuthering Heights,0.0,0.25976732073006864,0.5466165368483015,0.19361614242162983,0,0,1,0,Wuthering Heights,0.5466165368483015,1.0,0.28684921611823283
"She grudged each moment that did not find her bending over his pillow, or seated by his side.",Wuthering Heights,0.0,0.7977237819619615,0.20227621803803852,0.0,0,1,1,0,Anna Karenina,0.7977237819619615,2.0,0.595447563923923
"I walked round the yard, and through a wicket, to another door, at which I took the liberty of knocking, in hopes some more civil servant might show himself.",Wuthering Heights,0.0,0.0,0.7390446302209818,0.26095536977901823,0,0,1,0,Wuthering Heights,0.7390446302209818,1.0,0.47808926044196354
"His thoughts, like his body, went round a complete circle, without coming upon anything new.",Anna Karenina,0.06436546075180763,0.7349249897217264,0.20070954952646597,0.0,0,1,0,0,Anna Karenina,0.7349249897217264,1.0,0.5342154401952603
"This was Vassenka Veslovsky, a distant cousin of the Shtcherbatskys, a brilliant young gentleman in Petersburg and Moscow society.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
For I dared not go in myself again just then.,Wuthering Heights,0.0,0.19604748693811425,0.47814991664297746,0.3258025964189083,0,0,1,1,Wuthering Heights,0.47814991664297746,2.0,0.15234732022406916
cried the dame; Miss Earnshaw scouring the country with a gipsy!,Wuthering Heights,0.19804466640842974,0.32992343548824027,0.47203189810332996,0.0,0,1,1,0,Wuthering Heights,0.47203189810332996,2.0,0.1421084626150897
You sit down too.,Wuthering Heights,0.0,0.6709016743331194,0.3290983256668805,0.0,0,1,1,0,Anna Karenina,0.6709016743331194,2.0,0.3418033486662389
"Thus far I have gone, tracing a secure way over the pathless seas, the very stars themselves being witnesses and testimonies of my triumph.",Frankenstein,0.0,0.06414321682682383,0.1282451703554534,0.8076116128177228,0,0,0,1,Frankenstein,0.8076116128177228,1.0,0.6793664424622694
"He leant against the side, and held his fingers on the latch as if intending to open for himself.",Wuthering Heights,0.0,0.7857575945447022,0.21424240545529785,0.0,0,1,1,0,Anna Karenina,0.7857575945447022,2.0,0.5715151890894044
What is this word?,Anna Karenina,0.13414851656967175,0.8001830872524904,0.06566839617783779,0.0,0,1,0,0,Anna Karenina,0.8001830872524904,1.0,0.6660345706828187
Yon lad gets war und war!,Wuthering Heights,0.0,0.06579722239249262,0.9342027776075074,0.0,0,0,1,0,Wuthering Heights,0.9342027776075074,1.0,0.8684055552150147
"This was a strange tale, but it did not shake my faith; and I replied earnestly, You are all mistaken; I know the murderer.",Frankenstein,0.0,0.19998046932597585,0.535206473245051,0.26481305742897315,0,0,1,1,Wuthering Heights,0.535206473245051,2.0,0.27039341581607784
"The chief secretary of his department and his private secretary were aware of this, and used to warn women who came with petitions on no account to give way to tears, if they did not want to ruin their chances.",Anna Karenina,0.0,0.5459527172613265,0.4540472827386735,0.0,0,1,1,0,Anna Karenina,0.5459527172613265,2.0,0.09190543452265304
There are only a few red ashes now.,Wuthering Heights,0.0,0.8685566147221285,0.06646438573157877,0.06497899954629272,0,1,1,0,Anna Karenina,0.8685566147221285,2.0,0.8020922289905498
"_ Es ist ein ganz einfaches Ding, _ and he began to explain the construction of the machine.",Anna Karenina,0.06389163364705878,0.8054798593642751,0.1306285069886661,0.0,0,1,0,0,Anna Karenina,0.8054798593642751,1.0,0.674851352375609
Increase of knowledge only discovered to me more clearly what a wretched outcast I was.,Frankenstein,0.0,0.06700859699359411,0.0661124153003389,0.866878987706067,0,0,0,1,Frankenstein,0.866878987706067,1.0,0.7998703907124729
You are not in the uniform of one.,Anna Karenina,0.06851002979483165,0.6726384644892676,0.2588515057159008,0.0,0,1,0,0,Anna Karenina,0.6726384644892676,1.0,0.41378695877336674
"You could pity your own sufferings; and she pitied them, too; but you won t pity hers!",Wuthering Heights,0.0,0.39499272356428916,0.47394953573175175,0.1310577407039591,0,1,1,0,Wuthering Heights,0.47394953573175175,2.0,0.07895681216746259
"You are a dog in the manger, Cathy, and desire no one to be loved but yourself!",Wuthering Heights,0.0,0.325718502150812,0.6091926954429229,0.06508880240626515,0,0,1,0,Wuthering Heights,0.6091926954429229,1.0,0.2834741932921109
Soon after my arrival in the hovel I discovered some papers in the pocket of the dress which I had taken from your laboratory.,Frankenstein,0.0,0.06550644511912782,0.5313926665736841,0.4031008883071881,0,0,1,1,Wuthering Heights,0.5313926665736841,2.0,0.12829177826649601
"Her features were so sad, they did not seem hers: she evidently regarded what she had heard as every syllable true.",Wuthering Heights,0.06544318507836955,0.6576922766471005,0.2768645382745299,0.0,0,1,1,0,Anna Karenina,0.6576922766471005,2.0,0.3808277383725706
"How will you take it, ungrateful brute?",Wuthering Heights,0.0,0.6527358552062076,0.2155940820305689,0.13167006276322352,0,1,1,0,Anna Karenina,0.6527358552062076,2.0,0.4371417731756387
"Begone, vile insect!",Frankenstein,0.06666948503371874,0.13322046997021234,0.38680535101552094,0.413304693980548,0,0,1,1,Frankenstein,0.413304693980548,2.0,0.02649934296502704
"Pausing in her lamentations, she surveyed him with a glance of awe and horror, then burst forth anew.",Wuthering Heights,0.0,1.0,0.0,0.0,0,1,1,0,Anna Karenina,1.0,2.0,1.0
"Pursuing these reflections, I thought that if I could bestow animation upon lifeless matter, I might in process of time (although I now found it impossible) renew life where death had apparently devoted the body to corruption.",Frankenstein,0.0,0.0,0.0,1.0,0,0,0,1,Frankenstein,1.0,1.0,1.0
The world was to me a secret which I desired to divine.,Frankenstein,0.0,0.13266705319572547,0.06494769390250789,0.8023852529017667,0,0,0,1,Frankenstein,0.8023852529017667,1.0,0.6697181997060412
"Get my horse, I say.",Wuthering Heights,0.06508643841903491,0.6545366871663925,0.28037687441457265,0.0,0,1,1,0,Anna Karenina,0.6545366871663925,2.0,0.3741598127518198
"Hav n t they reared it on snails and sour milk, Nelly?",Wuthering Heights,0.06599196044520816,0.2606672702558023,0.6096371935454561,0.06370357575353347,0,0,1,0,Wuthering Heights,0.6096371935454561,1.0,0.3489699232896538
"he muttered, sitting down, and stroking his ribbed stockings from the knee to the ankle.",Wuthering Heights,0.0,0.8547242722658728,0.14527572773412725,0.0,0,1,1,0,Anna Karenina,0.8547242722658728,2.0,0.7094485445317456
"Her mouth was slightly open, her ears raised.",Anna Karenina,0.06533531527029426,0.6054128620693332,0.32925182266037256,0.0,0,1,0,0,Anna Karenina,0.6054128620693332,1.0,0.27616103940896064
She could not pluck up spirit to make any answer.,Anna Karenina,0.13205037060466482,0.7388645311073467,0.0647224285562662,0.06436266973172229,0,1,0,0,Anna Karenina,0.7388645311073467,1.0,0.6068141605026819
"Before he could attempt to recover it, it was broken, and behind the fire.",Wuthering Heights,0.0,0.7333738915733656,0.19923869513138628,0.06738741329524806,0,1,1,0,Anna Karenina,0.7333738915733656,2.0,0.5341351964419794
"It turned into a pig, Alice quietly said, just as if it had come back in a natural way.",The Adventures of Alice in Wonderland,0.8020140084306178,0.1979859915693822,0.0,0.0,1,0,0,0,The Adventures of Alice in Wonderland,0.8020140084306178,1.0,0.6040280168612355
"I m sorry I hurt you, Linton, she said at length, racked beyond endurance.",Wuthering Heights,0.06589575750035877,0.5350777092039787,0.39902653329566257,0.0,0,1,1,0,Anna Karenina,0.5350777092039787,2.0,0.1360511759083161
"Nobody coming here, I hope?",Wuthering Heights,0.0,0.71908461442562,0.28091538557437995,0.0,0,1,1,0,Anna Karenina,0.71908461442562,2.0,0.43816922885124004
"No, no, he replied, coolly; you ll leave sufficient behind to cover your debts, if you fail to return: I m not in such a hurry.",Wuthering Heights,0.0,0.20096295014617097,0.6662384591363243,0.13279859071750472,0,0,1,0,Wuthering Heights,0.6662384591363243,1.0,0.46527550899015335
"Perhaps so, said Levin evasively; but I don t see it.",Anna Karenina,0.0645686303909403,0.8058460261010303,0.1295853435080294,0.0,0,1,0,0,Anna Karenina,0.8058460261010303,1.0,0.6762606825930009
"I know nothing about horses, and I shall be delighted, answered Darya Alexandrovna, rather astonished.",Anna Karenina,0.06792680158474684,0.7372116725385641,0.194861525876689,0.0,0,1,0,0,Anna Karenina,0.7372116725385641,1.0,0.5423501466618751
"Levin felt himself to blame, and could not set things right.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"And in the middle of the conversation, in the middle of a sentence, he jumped up and went out of the room.",Anna Karenina,0.0,0.8699028832138413,0.13009711678615868,0.0,0,1,0,0,Anna Karenina,0.8699028832138413,1.0,0.7398057664276827
"The day after his conversation with Karenin, Stepan Arkadyevitch went to see her, and felt so youthful that in this jesting flirtation and nonsense he recklessly went so far that he did not know how to extricate himself, as unluckily he was so far from being attracted by her that he thought her positively disagreeable.",Anna Karenina,0.0,0.7392415336984709,0.2607584663015291,0.0,0,1,0,0,Anna Karenina,0.7392415336984709,1.0,0.4784830673969418
"asked Levin, trying to look above the open neck, but feeling that wherever he looked in that direction he should see it.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"I looked towards its completion with a tremulous and eager hope, which I dared not trust myself to question but which was intermixed with obscure forebodings of evil that made my heart sicken in my bosom.",Frankenstein,0.0,0.0,0.19972806640767307,0.800271933592327,0,0,0,1,Frankenstein,0.800271933592327,1.0,0.6005438671846539
"She looked at him earnestly, as though wishing to make out the cause of his confusion.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"He knew too that the brains of many great men, whose thoughts he had read, had brooded over death and yet knew not a hundredth part of what his wife and Agafea Mihalovna knew about it.",Anna Karenina,0.0,0.8691511296911466,0.13084887030885342,0.0,0,1,0,0,Anna Karenina,0.8691511296911466,1.0,0.7383022593822932
you should not be sullen now.,Wuthering Heights,0.0,0.7295188966337453,0.06703974975841667,0.20344135360783808,0,1,1,0,Anna Karenina,0.7295188966337453,2.0,0.5260775430259071
A bee flew by Levin s ear with the whizzing sound of a bullet.,Anna Karenina,0.1294898837681547,0.8705101162318453,0.0,0.0,0,1,0,0,Anna Karenina,0.8705101162318453,1.0,0.7410202324636905
"I cannot describe to you the agony that these reflections inflicted upon me; I tried to dispel them, but sorrow only increased with knowledge.",Frankenstein,0.0,0.0648015303440223,0.1324838373656619,0.8027146322903158,0,0,0,1,Frankenstein,0.8027146322903158,1.0,0.6702307949246539
"There is nothing in the world the matter, I whispered.",Wuthering Heights,0.06571924514830173,0.7206540075415884,0.21362674731010994,0.0,0,1,1,0,Anna Karenina,0.7206540075415884,2.0,0.5070272602314785
"She insisted on my fulfilling her directions, before she would let me touch her; and not till after the coachman had been instructed to get ready, and a maid set to pack up some necessary attire, did I obtain her consent for binding the wound and helping to change her garments.",Wuthering Heights,0.0,0.06496831061417006,0.8705209744715919,0.06451071491423802,0,0,1,0,Wuthering Heights,0.8705209744715919,1.0,0.8055526638574219
"One fine summer morning it was the beginning of harvest, I remember Mr. Earnshaw, the old master, came downstairs, dressed for a journey; and, after he had told Joseph what was to be done during the day, he turned to Hindley, and Cathy, and me for I sat eating my porridge with them and he said, speaking to his son, Now, my bonny man, I m going to Liverpool to-day, what shall I bring you?",Wuthering Heights,0.0,0.26622217791394404,0.6675336405416781,0.06624418154437789,0,0,1,0,Wuthering Heights,0.6675336405416781,1.0,0.40131146262773404
"Why, how can one want to go to bed!",Anna Karenina,0.06572025599322527,0.8072271459585864,0.12705259804818836,0.0,0,1,0,0,Anna Karenina,0.8072271459585864,1.0,0.680174547910398
"he said, with the expression of dissatisfaction she knew so well.",Anna Karenina,0.0,0.9339420348855494,0.0660579651144506,0.0,0,1,0,0,Anna Karenina,0.9339420348855494,1.0,0.8678840697710988
"He thanked her by a smile, and sat down beside her.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
Anna shook her head as though trying to drive away some unpleasant idea.,Anna Karenina,0.13053595775738594,0.672470496234931,0.13004788305078036,0.06694566295690264,0,1,0,0,Anna Karenina,0.672470496234931,1.0,0.5419345384775451
"There you are, at your idle tricks again!",Wuthering Heights,0.0,0.32729849001710387,0.6073944415271403,0.06530706845575582,0,0,1,0,Wuthering Heights,0.6073944415271403,1.0,0.2800959515100364
"answered Isabella, her eyes sparkling irefully; there was no misdoubting by their expression the full success of her partner s endeavours to make himself detested.",Wuthering Heights,0.06526355702961908,0.5888165322649918,0.21573355630807622,0.1301863543973129,0,1,1,0,Anna Karenina,0.5888165322649918,2.0,0.37308297595691553
I ve been the cause of that ball being a torture to her instead of a pleasure.,Anna Karenina,0.0,0.27754023557756363,0.6574891042845902,0.06497066013784625,0,1,1,0,Wuthering Heights,0.6574891042845902,2.0,0.37994886870702654
But I ll not believe this idiocy!,Wuthering Heights,0.0,0.8021086649376682,0.13172994740482233,0.06616138765750951,0,1,1,0,Anna Karenina,0.8021086649376682,2.0,0.6703787175328458
"Ah, that s the truth, said Sergey Ivanovitch.",Anna Karenina,0.0,0.8065461001260835,0.1282039550233373,0.06524994485057911,0,1,0,0,Anna Karenina,0.8065461001260835,1.0,0.6783421451027463
The sun was already sinking into the trees when they went with their jingling dippers into the wooded ravine of Mashkin Upland.,Anna Karenina,0.0,0.6742124302431948,0.064302797374278,0.2614847723825272,0,1,0,0,Anna Karenina,0.6742124302431948,1.0,0.41272765786066756
I love you very tenderly.,Frankenstein,0.0,0.853610534446647,0.06379275317157028,0.08259671238178269,0,1,0,1,Anna Karenina,0.853610534446647,2.0,0.7710138220648644
"Still you have not told me, Heathcliff, how Catherine is left behind?",Wuthering Heights,0.0,0.5196137172638882,0.4803862827361119,0.0,0,1,1,0,Anna Karenina,0.5196137172638882,2.0,0.03922743452777627
"He was afraid of this; but he was so anxious to avoid a scene that he kept up appearances, and half sincerely believed in what he longed to believe in her reasonableness.",Anna Karenina,0.0,0.8695564199609629,0.1304435800390371,0.0,0,1,0,0,Anna Karenina,0.8695564199609629,1.0,0.7391128399219258
We ve come with the most savage intentions.,Anna Karenina,0.0635131018607734,0.8720358654703392,0.06445103266888737,0.0,0,1,0,0,Anna Karenina,0.8720358654703392,1.0,0.8075848328014518
"You swear, I said, to be harmless; but have you not already shown a degree of malice that should reasonably make me distrust you?",Frankenstein,0.0,0.3904811974788886,0.3320385530069003,0.2774802495142111,0,1,1,1,Anna Karenina,0.3904811974788886,3.0,0.05844264447198827
Careful and kind that s paternal.,Wuthering Heights,0.0,0.3889911067511975,0.6110088932488025,0.0,0,0,1,0,Wuthering Heights,0.6110088932488025,1.0,0.22201778649760495
"Yes, yes, answered he: but is this the only time you have beheld him?",Wuthering Heights,0.0,0.5194805312894334,0.48051946871056656,0.0,0,1,1,0,Anna Karenina,0.5194805312894334,2.0,0.038961062578866834
"That s the reason they re called lessons, the Gryphon remarked: because they lessen from day to day.",The Adventures of Alice in Wonderland,0.0,0.7983842765974531,0.06919263512156298,0.13242308828098392,1,1,0,0,Anna Karenina,0.7983842765974531,2.0,0.6659611883164692
"As there seemed to be no chance of getting her hands up to her head, she tried to get her head down to them, and was delighted to find that her neck would bend about easily in any direction, like a serpent.",The Adventures of Alice in Wonderland,0.2013302739711809,0.7986697260288191,0.0,0.0,1,1,0,0,Anna Karenina,0.7986697260288191,2.0,0.5973394520576383
"Here the Queen put on her spectacles, and began staring at the Hatter, who turned pale and fidgeted.",The Adventures of Alice in Wonderland,0.1457844870202735,0.7230645343010946,0.13115097867863185,0.0,1,1,0,0,Anna Karenina,0.7230645343010946,2.0,0.5772800472808212
"I know my appetites, as the French say.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"She recalled not herself only, but all her women-friends and acquaintances.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"Vassily Fedorovitch, isn t she splendid?",Anna Karenina,0.0,0.8693381211500771,0.13066187884992292,0.0,0,1,0,0,Anna Karenina,0.8693381211500771,1.0,0.7386762423001543
"Be quick, and say whether I was wrong!",Wuthering Heights,0.06361014249984112,0.2625832470902427,0.6738066104099162,0.0,0,0,1,0,Wuthering Heights,0.6738066104099162,1.0,0.41122336331967346
During this voyage we passed many willowy islands and saw several beautiful towns.,Frankenstein,0.0,0.260106615331183,0.06369943995199655,0.6761939447168205,0,0,0,1,Frankenstein,0.6761939447168205,1.0,0.41608732938563747
I visited Edinburgh with languid eyes and mind; and yet that city might have interested the most unfortunate being.,Frankenstein,0.0,0.13317759741113538,0.06600420539663637,0.8008181971922282,0,0,0,1,Frankenstein,0.8008181971922282,1.0,0.6676405997810928
"He was going to see his wife, because he had determined to see her once a week to keep up appearances.",Anna Karenina,0.0,0.8696332235693381,0.06498804986584167,0.06537872656482016,0,1,0,0,Anna Karenina,0.8696332235693381,1.0,0.804254497004518
"To be sure, I heard Anna Arkadyevna talking yesterday about plinths and damp-courses, said Veslovsky.",Anna Karenina,0.06954228891127918,0.9304577110887208,0.0,0.0,0,1,0,0,Anna Karenina,0.9304577110887208,1.0,0.8609154221774415
"stars and clouds and winds, ye are all about to mock me; if ye really pity me, crush sensation and memory; let me become as nought; but if not, depart, depart, and leave me in darkness.",Frankenstein,0.0,0.0,0.46570369447716015,0.5342963055228399,0,0,1,1,Frankenstein,0.5342963055228399,2.0,0.06859261104567976
I want to know what I should do.,Wuthering Heights,0.06517879834499456,0.7262995004108165,0.20852170124418892,0.0,0,1,1,0,Anna Karenina,0.7262995004108165,2.0,0.5177777991666276
"He began to put questions concerning his new home, and its inhabitants, with greater interest and liveliness.",Wuthering Heights,0.0,0.6506277014990095,0.2166723671595659,0.13269993134142458,0,1,1,0,Anna Karenina,0.6506277014990095,2.0,0.4339553343394436
"They did not appear rich, but they were contented and happy; their feelings were serene and peaceful, while mine became every day more tumultuous.",Frankenstein,0.0,0.2578194970259326,0.0,0.7421805029740673,0,0,0,1,Frankenstein,0.7421805029740673,1.0,0.48436100594813475
And he got up very sulkily and crossed over to the other side of the court.,The Adventures of Alice in Wonderland,0.08040923114786692,0.7201152796391398,0.19947548921299327,0.0,1,1,0,0,Anna Karenina,0.7201152796391398,2.0,0.5206397904261465
"Besides, the strange nature of the animal would elude all pursuit, even if I were so far credited as to persuade my relatives to commence it.",Frankenstein,0.0,0.13531705173238454,0.3952541319362223,0.46942881633139316,0,0,1,1,Frankenstein,0.46942881633139316,2.0,0.07417468439517089
"Cheshire Puss, she began, rather timidly, as she did not at all know whether it would like the name: however, it only grinned a little wider.",The Adventures of Alice in Wonderland,0.06720254727702757,0.40058907405076466,0.3989814575917757,0.13322692108043205,1,1,1,0,Anna Karenina,0.40058907405076466,3.0,0.0016076164589889363
They are dove s eyes angel s!,Wuthering Heights,0.1994638694958511,0.3992907012039793,0.3344170142276162,0.0668284150725534,1,1,1,0,Anna Karenina,0.3992907012039793,3.0,0.06487368697636309
I entered it and approached the tomb which marked their graves.,Frankenstein,0.0,0.06552821216458576,0.39715715381860306,0.5373146340168111,0,0,1,1,Frankenstein,0.5373146340168111,2.0,0.14015748019820806
"Papa told me; and papa does not tell falsehoods, she answered pertly.",Wuthering Heights,0.0,0.5874125806435069,0.3467946125590109,0.0657928067974823,0,1,1,0,Anna Karenina,0.5874125806435069,2.0,0.24061796808449598
"said the tenant of the kitchen, in answer to an unheard speech of Nelly s. It s a blazing shame, that I cannot oppen t blessed Book, but yah set up them glories to sattan, and all t flaysome wickednesses that iver were born into th warld!",Wuthering Heights,0.0,0.06641996737412462,0.735492141692363,0.19808789093351237,0,0,1,0,Wuthering Heights,0.735492141692363,1.0,0.5374042507588506
"And then she cried, and took a little picture from her neck, and said I should have that; two pictures in a gold case, on one side her mother, and on the other uncle, when they were young.",Wuthering Heights,0.0,0.13272926350024133,0.667195227985967,0.20007550851379166,0,0,1,0,Wuthering Heights,0.667195227985967,1.0,0.46711971947217534
"I stared she stared also: at any rate, she kept her eyes on me in a cool, regardless manner, exceedingly embarrassing and disagreeable.",Wuthering Heights,0.0,0.3941777053460245,0.5390979708432433,0.0667243238107322,0,1,1,0,Wuthering Heights,0.5390979708432433,2.0,0.14492026549721881
"I interrupted; you ll disorder the handkerchief I have tied round your face, and make the cut bleed again.",Wuthering Heights,0.0,0.0,0.9332815673475358,0.0667184326524642,0,0,1,0,Wuthering Heights,0.9332815673475358,1.0,0.8665631346950715
"No, you forget, Mrs. Linton, I suggested, that you have eaten some food with a relish this evening, and to-morrow you will perceive its good effects.",Wuthering Heights,0.06398971799929734,0.520091778543049,0.286572669637886,0.12934583381976758,0,1,1,0,Anna Karenina,0.520091778543049,2.0,0.23351910890516298
What can I do?,Anna Karenina,0.0,0.8040376784166623,0.12810488942654158,0.06785743215679614,0,1,0,0,Anna Karenina,0.8040376784166623,1.0,0.6759327889901208
His mother wer just soa we wer a most too mucky to sow t corn for makking her breead.,Wuthering Heights,0.0,0.3991086295865568,0.6008913704134432,0.0,0,0,1,0,Wuthering Heights,0.6008913704134432,1.0,0.2017827408268864
"If you had been attractive then.... Oh, no, Kostya, oh, wait a minute, oh, do listen!",Anna Karenina,0.19658199615204897,0.3492441520334354,0.3226451004942501,0.13152875132026554,1,1,1,0,Anna Karenina,0.3492441520334354,3.0,0.026599051539185292
"When the procession came opposite to Alice, they all stopped and looked at her, and the Queen said severely Who is this?",The Adventures of Alice in Wonderland,0.33505064492353476,0.529794707409186,0.13515464766727928,0.0,1,1,0,0,Anna Karenina,0.529794707409186,2.0,0.19474406248565124
cried Catherine.,Wuthering Heights,0.13197021268958536,0.2669885596534029,0.6010412276570117,0.0,0,0,1,0,Wuthering Heights,0.6010412276570117,1.0,0.33405266800360883
"It s a rough journey, and a sad heart to travel it; and we must pass by Gimmerton Kirk to go that journey!",Wuthering Heights,0.130315839356332,0.5857649253228069,0.2839192353208611,0.0,0,1,1,0,Anna Karenina,0.5857649253228069,2.0,0.3018456900019458
